Symbol,Date,Type,Entry_Time,Exit_Time,Entry_P,Exit_P,PnL_Pct,Reason
DLF,2020-07-15,LONG,10:20:00,10:25:00,140.6,140.7,0.07,SL/Trail
DLF,2020-07-24,LONG,10:30:00,10:35:00,139.25,140.5,0.9,SL/Trail
DLF,2020-07-28,LONG,10:10:00,10:15:00,135.8,136.6,0.59,SL/Trail
DLF,2020-08-11,LONG,10:20:00,10:25:00,147.75,148.55,0.54,SL/Trail
DLF,2020-08-12,LONG,10:15:00,11:15:00,145.25,146.76500000000001,1.04,SL/Trail
DLF,2020-08-25,LONG,10:25:00,10:40:00,159.15,158.16857142857143,-0.62,SL/Trail
DLF,2020-08-26,LONG,10:05:00,10:10:00,157.1,156.7,-0.25,SL/Trail
DLF,2020-09-01,LONG,10:00:00,10:05:00,156.9,157.95,0.67,SL/Trail
DLF,2020-09-02,LONG,10:20:00,10:25:00,160.25,160.2,-0.03,SL/Trail
DLF,2020-09-10,SHORT,10:30:00,10:35:00,151.95,152.3,-0.23,SL/Trail
DLF,2020-09-15,LONG,10:10:00,10:15:00,155.8,155.75,-0.03,SL/Trail
DLF,2020-10-07,LONG,10:30:00,10:35:00,161.05,161.15,0.06,SL/Trail
DLF,2020-10-12,LONG,10:20:00,10:25:00,157.45,158.1,0.41,SL/Trail
DLF,2020-10-19,LONG,10:10:00,10:25:00,163.75,163.5,-0.15,SL/Trail
DLF,2020-11-02,SHORT,09:55:00,10:00:00,162.75,160.5,1.38,SL/Trail
DLF,2020-11-09,LONG,10:25:00,11:00:00,171.7,171.155,-0.32,SL/Trail
DLF,2021-01-04,LONG,10:15:00,10:25:00,237.65,237.45,-0.08,SL/Trail
DLF,2021-01-12,LONG,10:15:00,10:45:00,247.0,249.85285714285715,1.16,SL/Trail
DLF,2021-01-14,LONG,09:50:00,10:10:00,279.6,279.0,-0.21,SL/Trail
DLF,2021-01-29,SHORT,09:20:00,11:45:00,262.6,259.3071428571428,1.25,SL/Trail
DLF,2021-02-01,SHORT,10:20:00,10:30:00,262.25,262.8,-0.21,SL/Trail
DLF,2021-02-02,LONG,10:25:00,10:30:00,283.1,283.2,0.04,SL/Trail
DLF,2021-02-05,LONG,10:15:00,10:20:00,306.25,305.45,-0.26,SL/Trail
DLF,2021-04-16,SHORT,10:10:00,10:15:00,252.95,250.55,0.95,SL/Trail
DLF,2021-05-04,LONG,10:30:00,10:35:00,250.05,250.1,0.02,SL/Trail
DLF,2021-05-19,LONG,10:25:00,10:55:00,263.2,262.2942857142857,-0.34,SL/Trail
DLF,2021-05-25,LONG,10:20:00,10:30:00,281.2,280.05,-0.41,SL/Trail
DLF,2021-05-28,LONG,10:15:00,10:20:00,284.0,285.05,0.37,SL/Trail
DLF,2021-06-08,LONG,10:05:00,10:10:00,298.05,299.1,0.35,SL/Trail
DLF,2021-06-16,LONG,10:30:00,10:35:00,305.95,307.0,0.34,SL/Trail
DLF,2021-06-23,LONG,10:30:00,10:35:00,297.0,297.25,0.08,SL/Trail
DLF,2021-07-30,LONG,10:30:00,10:50:00,339.8,338.6157142857143,-0.35,SL/Trail
DLF,2021-08-25,LONG,09:55:00,10:00:00,313.6,314.8,0.38,SL/Trail
DLF,2021-09-03,LONG,10:30:00,11:10:00,342.15,341.95714285714286,-0.06,SL/Trail
DLF,2021-09-06,LONG,10:15:00,10:20:00,343.15,345.11642857142857,0.57,SL/Trail
DLF,2021-09-21,LONG,10:20:00,11:00:00,326.2,324.72499999999997,-0.45,SL/Trail
DLF,2021-10-01,LONG,10:00:00,10:05:00,414.55,415.2,0.16,SL/Trail
DLF,2021-10-13,LONG,10:15:00,10:20:00,431.55,430.3,-0.29,SL/Trail
DLF,2021-11-11,LONG,10:10:00,10:15:00,431.15,432.85,0.39,SL/Trail
DLF,2021-12-28,SHORT,10:30:00,10:35:00,387.4,387.0,0.1,SL/Trail
DLF,2022-01-10,LONG,10:30:00,11:25:00,407.5,406.7342857142857,-0.19,SL/Trail
DLF,2022-01-12,LONG,10:30:00,11:05:00,418.8,416.64,-0.52,SL/Trail
DLF,2022-01-18,LONG,10:30:00,10:35:00,423.0,424.7,0.4,SL/Trail
DLF,2022-02-11,LONG,10:05:00,10:10:00,380.8,383.7,0.76,SL/Trail
DLF,2022-02-14,SHORT,10:15:00,10:25:00,369.05,370.45,-0.38,SL/Trail
DLF,2022-03-08,SHORT,10:15:00,10:20:00,318.4,317.7,0.22,SL/Trail
DLF,2022-03-23,LONG,10:15:00,10:20:00,361.0,361.55,0.15,SL/Trail
DLF,2022-04-13,LONG,10:20:00,10:25:00,395.25,395.0,-0.06,SL/Trail
DLF,2022-04-18,LONG,10:30:00,11:05:00,383.7,383.14214285714286,-0.15,SL/Trail
DLF,2022-04-22,LONG,09:45:00,09:50:00,384.7,386.05,0.35,SL/Trail
DLF,2022-06-10,LONG,09:50:00,11:15:00,321.1,324.2285714285714,0.97,SL/Trail
DLF,2022-07-13,LONG,10:30:00,10:40:00,348.3,347.0,-0.37,SL/Trail
DLF,2022-07-29,LONG,10:25:00,10:45:00,388.7,387.22714285714284,-0.38,SL/Trail
DLF,2022-09-09,LONG,10:30:00,10:55:00,400.7,399.42785714285714,-0.32,SL/Trail
DLF,2022-10-17,SHORT,10:25:00,10:30:00,359.2,359.7,-0.14,SL/Trail
DLF,2022-10-25,LONG,10:20:00,10:25:00,368.0,368.0,0.0,SL/Trail
DLF,2022-11-04,LONG,10:10:00,10:15:00,385.35,385.2,-0.04,SL/Trail
DLF,2022-11-07,LONG,10:25:00,10:35:00,387.95,387.75,-0.05,SL/Trail
DLF,2022-11-15,LONG,09:55:00,10:00:00,404.85,406.05,0.3,SL/Trail
DLF,2022-11-23,LONG,10:25:00,10:30:00,391.9,392.25,0.09,SL/Trail
DLF,2022-12-08,LONG,10:20:00,10:25:00,406.65,406.8,0.04,SL/Trail
DLF,2022-12-09,LONG,10:25:00,10:30:00,406.0,405.75,-0.06,SL/Trail
DLF,2022-12-13,LONG,10:30:00,10:45:00,402.75,402.2,-0.14,SL/Trail
DLF,2022-12-28,SHORT,10:10:00,10:15:00,375.2,372.4,0.75,SL/Trail
DLF,2023-01-10,SHORT,10:20:00,10:25:00,374.15,373.9,0.07,SL/Trail
DLF,2023-01-31,SHORT,10:20:00,10:35:00,355.1,357.0,-0.54,SL/Trail
DLF,2023-02-23,SHORT,10:20:00,10:30:00,348.0,349.0,-0.29,SL/Trail
DLF,2023-03-02,SHORT,10:25:00,10:30:00,356.8,355.95,0.24,SL/Trail
DLF,2023-03-22,SHORT,09:50:00,09:55:00,370.05,369.75,0.08,SL/Trail
DLF,2023-03-28,SHORT,09:45:00,09:50:00,352.15,352.2,-0.01,SL/Trail
DLF,2023-04-20,LONG,10:15:00,10:20:00,417.5,421.0,0.84,SL/Trail
DLF,2023-05-16,LONG,10:25:00,10:40:00,473.95,470.99785714285713,-0.62,SL/Trail
DLF,2023-06-02,LONG,10:25:00,11:25:00,483.45,483.8885714285715,0.09,SL/Trail
DLF,2023-07-07,LONG,10:30:00,10:35:00,510.75,511.6,0.17,SL/Trail
DLF,2023-07-24,LONG,10:25:00,11:10:00,500.55,499.6557142857143,-0.18,SL/Trail
DLF,2023-08-09,LONG,10:25:00,10:30:00,484.9,485.75,0.18,SL/Trail
DLF,2023-08-31,SHORT,10:20:00,11:00:00,501.65,502.2571428571428,-0.12,SL/Trail
DLF,2023-09-01,SHORT,10:30:00,10:35:00,507.5,506.75,0.15,SL/Trail
DLF,2023-10-30,SHORT,10:30:00,10:35:00,540.2,538.6,0.3,SL/Trail
DLF,2023-11-10,LONG,10:05:00,11:50:00,597.2,601.6642857142857,0.75,SL/Trail
DLF,2023-11-24,LONG,10:15:00,10:20:00,635.7,636.2,0.08,SL/Trail
DLF,2023-11-28,LONG,10:15:00,10:20:00,622.75,623.75,0.16,SL/Trail
DLF,2023-12-12,LONG,10:15:00,10:20:00,663.95,667.1,0.47,SL/Trail
DLF,2023-12-18,LONG,10:15:00,10:20:00,700.6,700.5,-0.01,SL/Trail
DLF,2024-01-17,LONG,10:25:00,11:15:00,779.65,779.3207142857143,-0.04,SL/Trail
DLF,2024-03-06,LONG,10:05:00,10:10:00,918.8,926.9,0.88,SL/Trail
DLF,2024-03-21,SHORT,10:20:00,10:25:00,847.05,843.4,0.43,SL/Trail
DLF,2024-05-06,LONG,10:15:00,10:20:00,880.85,882.5,0.19,SL/Trail
DLF,2024-05-24,LONG,10:15:00,10:20:00,842.6,846.05,0.41,SL/Trail
DLF,2024-05-27,LONG,10:05:00,10:10:00,839.15,840.2,0.13,SL/Trail
DLF,2024-06-18,LONG,10:25:00,10:30:00,875.4,875.75,0.04,SL/Trail
DLF,2024-07-10,LONG,10:15:00,10:20:00,839.6,840.05,0.05,SL/Trail
DLF,2024-08-07,SHORT,10:30:00,12:15:00,842.55,841.6664285714286,0.1,SL/Trail
DLF,2024-09-10,LONG,10:25:00,10:30:00,825.35,827.9,0.31,SL/Trail
DLF,2024-09-11,LONG,10:20:00,10:25:00,825.1,826.0,0.11,SL/Trail
DLF,2024-09-16,LONG,10:20:00,10:45:00,870.0,866.6,-0.39,SL/Trail
DLF,2024-09-26,LONG,09:55:00,10:00:00,913.65,920.0,0.7,SL/Trail
DLF,2024-10-03,LONG,10:20:00,10:45:00,897.0,892.9057142857142,-0.46,SL/Trail
DLF,2024-10-14,SHORT,10:05:00,10:10:00,851.65,852.05,-0.05,SL/Trail
DLF,2024-11-21,SHORT,10:25:00,11:00:00,762.6,766.2764285714286,-0.48,SL/Trail
DLF,2024-12-09,LONG,10:15:00,11:35:00,862.5,868.2742857142857,0.67,SL/Trail
DLF,2024-12-16,LONG,10:30:00,10:45:00,882.15,877.9428571428572,-0.48,SL/Trail
DLF,2024-12-24,SHORT,10:20:00,10:25:00,847.85,846.9,0.11,SL/Trail
DLF,2025-01-15,SHORT,10:25:00,10:30:00,729.5,730.45,-0.13,SL/Trail
DLF,2025-01-20,SHORT,10:15:00,10:20:00,758.35,754.75,0.47,SL/Trail
DLF,2025-01-23,SHORT,09:55:00,10:00:00,718.05,714.7,0.47,SL/Trail
DLF,2025-01-28,SHORT,10:20:00,10:25:00,725.65,725.0,0.09,SL/Trail
DLF,2025-03-21,LONG,10:25:00,11:10:00,706.7,703.3157142857143,-0.48,SL/Trail
DLF,2025-04-23,LONG,10:25:00,10:30:00,684.8,685.05,0.04,SL/Trail
DLF,2025-05-26,LONG,10:30:00,12:45:00,778.0,779.4364285714286,0.18,SL/Trail
DLF,2025-05-30,LONG,10:15:00,10:35:00,794.95,791.1,-0.48,SL/Trail
DLF,2025-06-02,LONG,10:25:00,11:45:00,793.5,799.4285714285714,0.75,SL/Trail
DLF,2025-06-17,LONG,10:20:00,10:45:00,868.25,864.6764285714285,-0.41,SL/Trail
DLF,2025-06-19,LONG,10:25:00,10:30:00,842.0,843.2,0.14,SL/Trail
DLF,2025-07-11,LONG,10:20:00,10:25:00,825.7,826.5,0.1,SL/Trail
DLF,2025-07-24,LONG,10:25:00,10:30:00,836.25,835.5,-0.09,SL/Trail
DLF,2025-08-01,SHORT,10:25:00,10:30:00,793.45,787.25,0.78,SL/Trail
RECLTD,2015-02-09,LONG,10:05:00,10:10:00,120.4,120.6,0.17,SL/Trail
RECLTD,2015-03-30,SHORT,09:50:00,09:55:00,123.55,121.9,1.34,SL/Trail
RECLTD,2015-03-31,SHORT,09:55:00,10:00:00,123.9,123.55,0.28,SL/Trail
RECLTD,2015-04-01,SHORT,10:20:00,10:40:00,125.35,125.7,-0.28,SL/Trail
RECLTD,2015-04-23,SHORT,10:00:00,10:30:00,122.9,122.93928571428572,-0.03,SL/Trail
RECLTD,2015-05-04,SHORT,09:35:00,09:40:00,117.4,118.1,-0.6,SL/Trail
RECLTD,2015-05-28,SHORT,10:10:00,11:25:00,113.25,112.96428571428572,0.25,SL/Trail
RECLTD,2015-08-25,SHORT,10:15:00,10:20:00,85.5,85.1,0.47,SL/Trail
RECLTD,2015-08-28,SHORT,10:15:00,11:30:00,96.4,95.99571428571429,0.42,SL/Trail
RECLTD,2015-09-02,SHORT,10:20:00,10:25:00,95.15,94.5,0.68,SL/Trail
RECLTD,2015-09-11,SHORT,09:20:00,09:55:00,94.0,93.74571428571429,0.27,SL/Trail
RECLTD,2015-10-14,LONG,10:00:00,10:05:00,97.7,98.0,0.31,SL/Trail
RECLTD,2015-11-02,SHORT,10:30:00,10:35:00,94.8,94.45,0.37,SL/Trail
RECLTD,2015-11-04,SHORT,10:30:00,10:35:00,99.65,97.9,1.76,SL/Trail
RECLTD,2016-02-16,SHORT,10:05:00,10:10:00,65.3,65.0,0.46,SL/Trail
RECLTD,2016-03-17,LONG,10:30:00,10:35:00,62.2,62.55,0.56,SL/Trail
RECLTD,2016-05-30,LONG,10:30:00,11:40:00,60.15,60.41357142857143,0.44,SL/Trail
RECLTD,2016-06-08,LONG,10:25:00,11:00:00,60.75,60.71357142857143,-0.06,SL/Trail
RECLTD,2016-06-09,LONG,10:10:00,10:30:00,60.75,60.88642857142857,0.22,SL/Trail
RECLTD,2016-08-22,LONG,10:10:00,10:15:00,86.35,86.7,0.41,SL/Trail
RECLTD,2016-09-09,LONG,10:25:00,10:30:00,90.25,91.4,1.27,SL/Trail
RECLTD,2016-09-28,SHORT,09:55:00,10:00:00,92.2,91.5,0.76,SL/Trail
RECLTD,2016-10-24,LONG,10:15:00,10:20:00,104.1,104.65,0.53,SL/Trail
RECLTD,2016-11-30,SHORT,10:10:00,10:15:00,104.55,103.0,1.48,SL/Trail
RECLTD,2016-12-19,SHORT,10:20:00,10:25:00,97.65,96.7,0.97,SL/Trail
RECLTD,2016-12-27,SHORT,10:15:00,10:20:00,88.2,87.95,0.28,SL/Trail
RECLTD,2017-03-22,LONG,10:25:00,10:45:00,125.35,124.77785714285714,-0.46,SL/Trail
RECLTD,2017-03-23,LONG,10:15:00,11:10:00,123.6,123.745,0.12,SL/Trail
RECLTD,2017-04-12,LONG,09:55:00,10:00:00,152.0,152.8,0.53,SL/Trail
RECLTD,2017-04-19,SHORT,10:25:00,10:30:00,147.1,146.5,0.41,SL/Trail
RECLTD,2017-06-30,SHORT,10:25:00,12:00:00,127.35,127.53357142857143,-0.14,SL/Trail
RECLTD,2017-07-03,SHORT,10:25:00,11:35:00,128.85,128.62857142857143,0.17,SL/Trail
RECLTD,2017-07-14,LONG,10:05:00,10:10:00,137.65,139.6,1.42,SL/Trail
RECLTD,2017-07-20,LONG,10:25:00,11:00:00,137.8,137.815,0.01,SL/Trail
RECLTD,2017-09-05,LONG,10:25:00,10:30:00,123.5,123.4,-0.08,SL/Trail
RECLTD,2017-09-28,SHORT,10:15:00,10:20:00,114.15,114.25,-0.09,SL/Trail
RECLTD,2017-10-09,LONG,10:30:00,10:35:00,115.1,115.9,0.7,SL/Trail
RECLTD,2017-10-23,LONG,10:20:00,10:25:00,116.95,116.8,-0.13,SL/Trail
RECLTD,2017-11-07,LONG,10:25:00,11:00:00,126.4,125.7207142857143,-0.54,SL/Trail
RECLTD,2017-11-08,LONG,10:15:00,10:20:00,125.3,125.35,0.04,SL/Trail
RECLTD,2017-11-20,LONG,10:25:00,10:30:00,119.55,119.7,0.13,SL/Trail
RECLTD,2017-12-05,SHORT,10:25:00,12:20:00,114.4,114.29071428571429,0.1,SL/Trail
RECLTD,2017-12-12,LONG,10:20:00,10:30:00,113.3,113.15,-0.13,SL/Trail
RECLTD,2018-01-16,LONG,10:25:00,10:30:00,118.45,120.1,1.39,SL/Trail
RECLTD,2018-01-31,LONG,10:25:00,10:50:00,117.45,117.21142857142857,-0.2,SL/Trail
RECLTD,2018-02-20,SHORT,09:50:00,09:55:00,105.7,105.55,0.14,SL/Trail
RECLTD,2018-02-22,SHORT,10:30:00,10:35:00,103.65,103.15,0.48,SL/Trail
RECLTD,2018-03-28,SHORT,10:30:00,10:55:00,93.9,94.08428571428571,-0.2,SL/Trail
RECLTD,2018-04-05,SHORT,10:20:00,10:25:00,97.25,96.9,0.36,SL/Trail
RECLTD,2018-04-12,LONG,10:15:00,10:20:00,97.75,98.1,0.36,SL/Trail
RECLTD,2018-04-20,LONG,10:05:00,10:15:00,96.3,96.2,-0.1,SL/Trail
RECLTD,2018-05-02,LONG,10:25:00,10:50:00,96.05,95.8,-0.26,SL/Trail
RECLTD,2018-05-03,LONG,10:30:00,10:40:00,92.8,92.65,-0.16,SL/Trail
RECLTD,2018-05-16,LONG,09:55:00,10:00:00,84.5,85.6,1.3,SL/Trail
RECLTD,2018-06-18,LONG,09:50:00,09:55:00,84.9,85.0,0.12,SL/Trail
RECLTD,2018-07-11,LONG,10:15:00,10:20:00,76.95,77.45,0.65,SL/Trail
RECLTD,2018-08-06,LONG,10:25:00,10:30:00,85.6,86.25,0.76,SL/Trail
RECLTD,2018-09-26,SHORT,09:25:00,10:50:00,76.25,75.39214285714286,1.13,SL/Trail
RECLTD,2018-10-01,SHORT,10:00:00,10:05:00,73.75,73.4,0.47,SL/Trail
RECLTD,2018-10-08,SHORT,10:05:00,10:10:00,77.55,76.3,1.61,SL/Trail
RECLTD,2018-10-15,SHORT,10:10:00,10:15:00,78.05,77.65,0.51,SL/Trail
RECLTD,2018-11-27,LONG,10:30:00,10:35:00,91.6,91.45,-0.16,SL/Trail
RECLTD,2018-12-04,LONG,10:25:00,10:30:00,77.9,78.15,0.32,SL/Trail
RECLTD,2018-12-10,LONG,09:50:00,09:55:00,74.45,75.85,1.88,SL/Trail
RECLTD,2018-12-19,LONG,10:20:00,10:25:00,80.4,81.15,0.93,SL/Trail
RECLTD,2019-01-23,LONG,10:30:00,10:55:00,92.5,91.96857142857144,-0.57,SL/Trail
RECLTD,2019-02-08,LONG,10:05:00,10:10:00,93.0,92.95,-0.05,SL/Trail
RECLTD,2019-02-15,SHORT,10:20:00,10:35:00,89.95,90.34714285714286,-0.44,SL/Trail
RECLTD,2019-02-25,SHORT,10:25:00,10:30:00,100.85,100.65,0.2,SL/Trail
RECLTD,2019-03-12,LONG,10:20:00,10:35:00,101.7,101.18928571428572,-0.5,SL/Trail
RECLTD,2019-03-27,LONG,10:20:00,10:25:00,112.05,112.0,-0.04,SL/Trail
RECLTD,2019-04-08,LONG,10:05:00,10:10:00,115.05,115.2,0.13,SL/Trail
RECLTD,2019-04-23,LONG,10:10:00,10:15:00,109.95,110.55,0.55,SL/Trail
RECLTD,2019-05-22,LONG,09:55:00,10:00:00,104.5,104.65,0.14,SL/Trail
RECLTD,2019-07-15,SHORT,09:25:00,10:25:00,112.15,112.44428571428571,-0.26,SL/Trail
RECLTD,2019-07-22,SHORT,10:20:00,10:55:00,110.0,110.815,-0.74,SL/Trail
RECLTD,2019-07-29,SHORT,10:30:00,11:45:00,107.05,106.04642857142858,0.94,SL/Trail
RECLTD,2019-09-04,SHORT,10:15:00,10:25:00,105.45,105.55,-0.09,SL/Trail
RECLTD,2019-09-20,SHORT,10:25:00,10:45:00,94.6,94.8,-0.21,SL/Trail
RECLTD,2019-10-16,LONG,10:15:00,10:40:00,92.8,92.36000000000001,-0.47,SL/Trail
RECLTD,2019-10-18,LONG,10:25:00,12:40:00,94.35,95.00999999999999,0.7,SL/Trail
RECLTD,2019-11-13,LONG,10:20:00,10:25:00,104.8,105.25,0.43,SL/Trail
RECLTD,2019-11-15,LONG,10:15:00,10:20:00,101.2,101.05,-0.15,SL/Trail
RECLTD,2019-11-28,LONG,10:20:00,10:25:00,101.45,101.5,0.05,SL/Trail
RECLTD,2020-02-05,SHORT,10:20:00,10:25:00,110.5,110.9,-0.36,SL/Trail
RECLTD,2020-02-10,LONG,10:25:00,10:30:00,115.75,115.65,-0.09,SL/Trail
RECLTD,2020-02-13,LONG,09:55:00,10:00:00,105.5,105.8,0.28,SL/Trail
RECLTD,2020-03-17,SHORT,10:05:00,10:10:00,72.55,72.65,-0.14,SL/Trail
RECLTD,2020-05-06,SHORT,10:15:00,10:25:00,67.45,67.85,-0.59,SL/Trail
RECLTD,2020-05-07,LONG,10:20:00,11:00:00,68.5,68.29357142857143,-0.3,SL/Trail
RECLTD,2020-05-13,SHORT,10:30:00,10:35:00,72.25,70.9,1.87,SL/Trail
RECLTD,2020-06-02,LONG,10:20:00,11:00:00,70.0,70.17142857142858,0.24,SL/Trail
RECLTD,2020-08-07,LONG,10:30:00,10:35:00,79.9,80.2,0.38,SL/Trail
RECLTD,2020-08-18,LONG,10:10:00,10:15:00,82.6,82.65,0.06,SL/Trail
RECLTD,2020-08-31,LONG,10:15:00,10:20:00,84.1,84.2,0.12,SL/Trail
RECLTD,2020-10-09,LONG,10:05:00,10:10:00,74.05,74.3,0.34,SL/Trail
RECLTD,2020-10-23,LONG,10:00:00,10:05:00,75.65,75.65,0.0,SL/Trail
RECLTD,2020-11-18,LONG,10:30:00,11:15:00,85.9,85.71428571428571,-0.22,SL/Trail
RECLTD,2021-01-04,LONG,10:25:00,10:30:00,101.5,101.35,-0.15,SL/Trail
RECLTD,2021-02-02,LONG,10:25:00,10:40:00,106.2,105.92071428571428,-0.26,SL/Trail
